"sample_name","sample_id_PPR","unique_replicate_id","RUSH ID #","batch_id","sample_id","replicate_id","RUSH Project Batch Name","figure","Figure","George Figure number","experiment_type","sampling_device","bar_name","location","environment","extraction_method","control_type","environmental_sample","control_sample","dna_kit","microbial_type","sample_reads","bar_fill","bar_type_2","bar_type","bar_color","bar_axis_2","bar_axis","percent_recovery_dpcr","percent_recovery_qpcr","copies_original_dpcr_log10","copies_original_qpcr_log10","copies_rxn_dpcr_log10","copies_rxn_qpcr_log10","copies_original_dpcr","copies_original_qpcr","copies_rxn_dpcr","copies_rxn_qpcr","16s_rrna_copy_sample","16s_rrna_copy_rxn","cq_se_rxn","cq_sd_rxn","cq_mean_rxn","quantity_sd_ng_rxn","quantity_mean_sample","quantity_mean_ng_rxn","qpcr_volume_ul","dna_eluent_volume_ul","cell_count_estimate","cell_concentration","surface_area_cm2","processing_volume_ul","processing_solution","concentrated","sample_type","extraction_handling","sample_number","date","Total Copies in Orginal Sample (50uL) [dPCR copies*dil*50]","Total Copies in Undiluted Sample (1 µL) [Dil*dPCR Copies]","Final Dilution ","Digital Comments","Copies in Sample [dPCR]","Conversion factor","Total volume [¬µl]","Template volume [¬µl]","Volume per well [¬µl]","Threshold","Partitions (Negative)","Partitions (Positive)","Partitions (Valid)","CI (95%)","Conc. [cp/¬µL] (dPCR reaction)","Exp Type","Cell Count (Cells/50 ¬µL","Sample Description","DNA Qubit (ng/uL)","Project Name ID","Sequencing Name ID ","experiment","table_file","project_name"
"4_SHR_PCn_R_1","1790XT_11_4_SHR_PCn_R_1_S95","4-SHR-PCn-1","4-SHR-PCn-R-1","batch_3","4_SHR_PCn_R_1","rep_1","1st Exp -135-1790XT - High Abundance","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",30757300,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42920695939832,NA,7.03126695072628,"Sample Failed to Image","268662442.9023934","Sample Failed to Image","10746497.716095736","268662442.9023934","10746497.716095736","4.8223896833539719E-2","8.3526239454650694E-2","13.808224150367153","0.40506358814963667","195.17764984207656","7.8071059936830629",2,50,"11481038.226004504","2000000","NA",100,"water","no","2.00E+6","automated",112,2023-11-20,"Sample Failed to Image","Sample Failed to Image","Sample Failed to Image","Sample Failed to Image",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATCC microbial community positive control (no centrifugation)","3.9036","1790XT_11","1790XT_11_4-SHR-PCn-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCMA_R_4","1790XT_120_3_Msc_DCMA_R_4_S185","3-Msm-DCMA-4","3-Msc-DCMA-R-4","batch_3","3_Msc_DCMA_R_4","rep_4","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",56,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,2.90200289135073,2.51209701300901,1.20303288701471,1.11415700433697,"798","325.15992372756403","15.96","13.006396949102561","325.15992372756403","13.006396949102561","0.48576519351996944","0.84136999572511495","36.159505070806638","4.0796776680438348E-6","2.3622188888914268E-4","9.4488755555657069E-6",2,50,"13.895405228773098","NA","25",100,"water","yes","NA","automated",106,2023-11-20,"798","15.96","1",NA,15.96,6,12,2,2.727,11.07,8209,7,8216,"0.74099999999999999","2.7",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_120","1790XT_120_3-Msc-DCMA-R-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asc_NCw_R_1","1790XT_121_2_Asc_NCw_R_1_S186","2-Asc-NCw-1","2-Asc-NCw-R-1","batch_2","2_Asc_NCw_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 3]","metal_deposition","cotton","Cotton Environmental Control","NA","lab","mag_beads","wet_sampling_blank","no","yes","maxwell","NA",134,"gray1","Environmental","Environmental","Cotton","Cotton","Cotton",NA,NA,2.67117284271508,2.28533245455523,0.972110228402831,0.887392445883191,"469","192.90010078693487","9.3780000000000001","7.7160040314773948","192.90010078693487","7.7160040314773948","4.3276767571269026E-2","7.4957560220787117E-2","36.983710807088521","2.5761058094395419E-7","1.4013789169471685E-4","5.6055156677886734E-6",2,50,"8.2434053938068743","NA","25",100,"water","yes","NA","automated",29,2023-10-23,"469","9.3780000000000001","1",NA,9.378,6,12,2,2.633,11.07,8269,4,8273,"0.98","1.6",NA,NA,"Sampling surface (Metal Cotton) Negative control","0","1790XT_121","1790XT_121_2-Asc-NCw-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asc_NCw_R_1","1790XT_122_3_Asc_NCw_R_1_S187","3-Asc-NCw-1","3-Asc-NCw-R-1","batch_3","3_Asc_NCw_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","","0","contaminated - omit","metal_deposition","cotton",NA,"NA","lab","mag_beads","wet_sampling_blank","no","yes","maxwell","NA",386,"gray1",NA,NA,NA,NA,NA,NA,NA,2.67577834167409,3.73364523732938,0.977083120315853,2.33570522865734,"474","5415.5832624744489","9.4860000000000007","216.62333049897796","5415.5832624744489","216.62333049897796","0.20343774911484636","0.35236451764436427","35.202048686733406","2.986534534710742E-5","3.9343080568870689E-3","1.5737232227548277E-4",2,50,"231.42988569923935","NA","25",100,"water","yes","NA","automated",44,2023-10-30,"474","9.4860000000000007","1",NA,9.486,6,12,2,2.605,11.07,8263,4,8267,"0.98","1.6",NA,NA,"Sampling surface (Metal Cotton) Negative control","1E-4","1790XT_122","1790XT_122_3-Asc-NCw-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"4_Asc_NCw_R_1","1790XT_123_4_Asc_NCw_R_1_S188",NA,"4-Asc-NCw-R-1",NA,"4_Asc_NCw_R_1",NA,"1st Exp -135 -1790XT-Low Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,NA,NA,NA,NA,NA,NA,NA,NA,2.91960102378411,NA,1.22063101944809,NA,"831",NA,"16.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"831","16.62","1",NA,16.62,6,12,2,2.604,11.07,8254,7,8261,"0.74099999999999999","2.8",NA,NA,"Sampling surface (Metal Cotton) Negative control","0","1790XT_123","1790XT_123_4-Asc-NCw-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asc_SHR_R_1","1790XT_128_3_Asc_SHR_R_1_S193","3-Asc-SHR-1","3-Asc-SHR-R-1","batch_3","3_Asc_SHR_R_1","rep_1","1st Exp -135-1790XT - High Abundance","","4A","Figure 4A [Blue Dots]","swab_head_retention","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",19437874,"gray1",NA,NA,NA,NA,NA,NA,NA,8.20139712432045,8.5465928317494,6.50258769731056,7.14865282307736,"159000000","352040664.23182899","3181176","14081626.569273159","352040664.23182899","14081626.569273159","0.1583782195376226","0.27431912305146017","15.836077409373232","1.5449522349620213","255.75018506987544","10.230007402795017",2,50,"15044128.533522084","2000000","NA",100,"water","yes","2.00E+6","automated",49,2023-10-30,"159000000","3181176","20","Sample Exhausted for rerun, Oversaturated ",159058.8,6,12,2,2.889,7.75,1,8099,8100,"0.316","26509.8",NA,NA,"Swab Head Recovery (Cotton)","5.1150000000000002","1790XT_128","1790XT_128_3-Asc-SHR-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asc_SHR_R_2","1790XT_129_3_Asc_SHR_R_2_S194","3-Asc-SHR-2","3-Asc-SHR-R-2","batch_3","3_Asc_SHR_R_2","rep_2","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Blue Dots]","swab_head_retention","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",40383710,"gray1",NA,NA,NA,NA,NA,11.0861007691569,"31.289487247841929",7.19312459835446,8.01331608892457,5.49382039278463,6.61537608025253,"15600000","103113633.07401133","311760","4124545.3229604531","103113633.07401133","4124545.3229604531","1.3329052879172739E-2","2.308659680349941E-2","17.96696711603343","3.9455044505095994E-2","74.909899398835762","2.9963959759534307",2,50,"4406464.6705197506","2000000","NA",100,"water","yes","2.00E+6","automated",50,2023-10-30,"15600000","311760","300",NA,1039.2,6,12,2,2.889,7.75,7793,472,8265,"0.09","173.2",NA,NA,"Swab Head Recovery (Cotton)","1.4982","1790XT_129","1790XT_129_3-Asc-SHR-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"4_SHR_PCn_R_2","1790XT_12_4_SHR_PCn_R_2_S96","4-SHR-PCn-2","4-SHR-PCn-R-2","batch_3","4_SHR_PCn_R_2","rep_2","1st Exp -135-1790XT - High Abundance","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",24787200,NA,NA,NA,NA,NA,NA,NA,NA,8.37106786227174,NA,6.67224567770634,NA,"235000000","NA","4701600","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,50,"NA","2000000","NA",100,"water","no","2.00E+6","automated",113,2023-11-20,"235000000","4701600","500",NA,9403.2,6,12,2,2.889,7.75,4872,3422,8294,"3.4000000000000002E-2","1567.2",NA,NA,"ATCC microbial community positive control (no centrifugation)","2.5868000000000002","1790XT_12","1790XT_12_4-SHR-PCn-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asc_SHR_R_3","1790XT_130_3_Asc_SHR_R_3_S195","3-Asc-SHR-3","3-Asc-SHR-R-3","batch_3","3_Asc_SHR_R_3","rep_3","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Blue Dots]","swab_head_retention","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",35408614,"gray1",NA,NA,NA,NA,NA,29.264233670084,"40.534300872409858",7.61384182187607,8.12574032945373,5.91537872682655,6.72780032078169,"41100000","133579658.68736061","822960","5343186.3474944243","133579658.68736061","5343186.3474944243","9.2137789931427669E-2","0.15958733345834086","17.519478823548091","0.34490963324183432","97.042830280441507","3.8817132112176602",2,50,"5708401.781202442","2000000","NA",100,"water","yes","2.00E+6","automated",51,2023-10-30,"41100000","822960","400",NA,2057.4,6,12,2,2.889,7.75,7331,905,8236,"6.5000000000000002E-2","342.9",NA,NA,"Swab Head Recovery (Cotton)","1.9409000000000001","1790XT_130","1790XT_130_3-Asc-SHR-R-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asc_SHR_R_1","1790XT_131_2_Asc_SHR_R_1_S196","2-Asc-SHR-1","2-Asc-SHR-R-1","batch_2","2_Asc_SHR_R_1","rep_1","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Blue Dots]","swab_head_retention","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",38192868,"gray1",NA,NA,NA,NA,NA,27.1921494143716,"12.862064660172829",7.48995847942483,7.4224354061762,5.79132566026251,6.02449539750416,"30900000","26450592.584607042","618480","1058023.7033842816","26450592.584607042","1058023.7033842816","0.14237780757876972","0.24660559659669432","17.950018339221224","0.112779630463028","19.215802707003036","0.76863210828012141",2,50,"1130341.335706061","2000000","NA",100,"water","yes","2.00E+6","automated",35,2023-10-23,"30900000","618480","100",NA,6184.8,6,12,2,2.889,7.75,5778,2421,8199,"0.04","1030.8",NA,NA,"Swab Head Recovery (Cotton)","0.38429999999999997","1790XT_131","1790XT_131_2-Asc-SHR-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asc_SHR_R_2","1790XT_132_2_Asc_SHR_R_2_S197","2-Asc-SHR-2","2-Asc-SHR-R-2","batch_2","2_Asc_SHR_R_2","rep_2","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Blue Dots]","swab_head_retention","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",40258648,"gray1",NA,NA,NA,NA,NA,24.9604305159861,"16.303446342377828",7.45331834004704,7.5254041361084,5.75413419409619,6.12746412743636,"28400000","33527728.892745528","567720","1341109.155709821","33527728.892745528","1341109.155709821","0.23979850980422959","0.41534320256022916","17.592574298056508","0.25961910689807732","24.357194325839519","0.97428777303358072",2,50,"1432776.1368140893","2000000","NA",100,"water","yes","2.00E+6","automated",36,2023-10-23,"28400000","567720","100",NA,5677.2,6,12,2,2.889,7.75,5966,2260,8226,"4.1000000000000002E-2","946.2",NA,NA,"Swab Head Recovery (Cotton)","0.48709999999999998","1790XT_132","1790XT_132_2-Asc-SHR-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asc_SHR_R_3","1790XT_133_2_Asc_SHR_R_3_S198","2-Asc-SHR-3","2-Asc-SHR-R-3","batch_2","2_Asc_SHR_R_3","rep_3","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Blue Dots]","swab_head_retention","cotton",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",36205686,"gray1",NA,NA,NA,NA,NA,24.0239527276564,"10.280489705821889",7.43616264704076,7.32513852018421,5.73752658695949,5.92719851151217,"27300000","21141632.542165093","546420","845665.30168660358","21141632.542165093","845665.30168660358","0.14009191284746492","0.24264631078132037","18.310399538694309","8.9429231336335527E-2","15.358954191091327","0.61435816764365303",2,50,"903467.89359360747","2000000","NA",100,"water","yes","2.00E+6","automated",37,2023-10-23,"27300000","546420","100",NA,5464.2,6,12,2,2.889,9.13,6028,2184,8212,"4.2000000000000003E-2","910.7",NA,NA,"Swab Head Recovery (Cotton)","0.30719999999999997","1790XT_133","1790XT_133_2-Asc-SHR-R-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asc_NCm_R_1","1790XT_134_2_Asc_NCm_R_1_S199","2-Asc-NCm-1","2-Asc-NCm-R-1","batch_2","2_Asc_NCm_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",244,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,2.65801139665711,2.4271429296904,0.959423021943105,1.02920292101836,"455","267.38862606286932","9.1080000000000005","10.695545042514773","267.38862606286932","10.695545042514773","0.20963000000000001","0.36309000000000002","36.483699999999999","1.7153191574087585E-6","1.9425224853037221E-4","7.7700899412148882E-6",2,50,"11.426602854727777","NA","25",100,"water","yes","NA","automated",31,2023-10-23,"455","9.1080000000000005","1",NA,9.108,6,12,2,2.744,11.07,8169,4,8173,"0.98","1.5",NA,NA,"Sampling surface (Metal dry-Cotton) Negative control","0","1790XT_134","1790XT_134_2-Asc-NCm-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asc_NCm_R_1","1790XT_135_3_Asc_NCm_R_1_S200","3-Asc-NCm-1","3-Asc-NCm-R-1","batch_3","3_Asc_NCm_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","","0","contaminated - omit","metal_deposition","cotton",NA,"NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",74,"gray1",NA,NA,NA,NA,NA,NA,NA,2.06818586174616,3.57801164931753,0.369215857410143,2.18007164064549,"117","3784.527360248971","2.34","151.38109440995882","3784.527360248971","151.38109440995882","0.28524541409004872","0.49405954982998762","35.849630075843528","2.8905152519337656E-5","2.7493800322689302E-3","1.099752012907572E-4",2,50,"161.72823719229001","NA","25",100,"water","yes","NA","automated",43,2023-10-30,"117","2.34","1",NA,2.34,6,12,2,2.639,11.07,8263,1,8264,"1.4750000000000001","0.4",NA,NA,"Sampling surface (Metal-Macrofoam) Negative control","1E-4","1790XT_135","1790XT_135_3-Asc-NCm-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"4_Asc_NCm_R_1","1790XT_136_4_Asc_NCm_R_1_S201",NA,"4-Asc-NCm-R-1",NA,"4_Asc_NCm_R_1",NA,"1st Exp -135 -1790XT-Low Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,2.55870857053317,NA,0.860218184668757,NA,"362",NA,"7.2480000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"362","7.2480000000000002","1",NA,7.248,6,12,2,2.564,11.07,8244,3,8247,"1.0640000000000001","1.2",NA,NA,"Sampling surface (Metal-Macrofoam) Negative control","0","1790XT_136","1790XT_136_4-Asc-NCm-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asm_NCm_R_1","1790XT_137_2_Asm_NCm_R_1_S202","2-Asm-NCm-1","2-Asm-NCm-R-1","batch_2","2_Asm_NCm_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",38,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,2.92064500140679,2.05915702003978,1.22141423784234,0.66121701136774,"833","114.59271788235199","16.649999999999999","4.5837087152940796","114.59271788235199","4.5837087152940796","0.57062997288740802","0.98836010536264152","38.016334865088254","1.9404407880977707E-6","8.3249214604287779E-5","3.3299685841715113E-6",2,50,"4.8970126237816345","NA","25",100,"water","yes","NA","automated",32,2023-10-23,"833","16.649999999999999","1",NA,16.65,6,12,2,2.589,11.07,8289,7,8296,"0.74099999999999999","2.8",NA,NA,"Sampling surface (Metal dry-Macrofoam) Negative control","0","1790XT_137","1790XT_137_2-Asm-NCm-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asm_NCm_R_1","1790XT_138_3_Asm_NCm_R_1_S203","3-Asm-NCm-1","3-Asm-NCm-R-1","batch_3","3_Asm_NCm_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","","0","contaminated - omit","metal_deposition","macrofoam",NA,"NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",66,"gray3",NA,NA,NA,NA,NA,NA,NA,2.38738982633873,3.86900958989684,0.687707279624819,2.4710695812248,"244","7396.2160687200339","4.8719999999999999","295.8486427488013","7396.2160687200339","295.8486427488013","0.30090821725578976","0.52118832070200183","34.686175783976346","6.3182147407984344E-5","5.3731963962727683E-3","2.1492785585091071E-4",2,50,"316.07037625133933","NA","25",100,"water","yes","NA","automated",52,2023-10-30,"244","4.8719999999999999","1",NA,4.872,6,12,2,2.563,11.07,8178,2,8180,"1.1910000000000001","0.8",NA,NA,"Sampling surface (Metal-Macrofoam) Negative control","1E-4","1790XT_138","1790XT_138_3-Asm-NCm-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"4_Asm_NCm_R_1","1790XT_139_4_Asm_NCm_R_1_S204",NA,"4-Asm-NCm-R-1",NA,"4_Asm_NCm_R_1",NA,"1st Exp -135 -1790XT-Low Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,2.38201704257487,NA,0.682325618667807,NA,"241",NA,"4.8120000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"241","4.8120000000000003","1",NA,4.812,6,12,2,2.566,11.07,8268,2,8270,"1.1910000000000001","0.8",NA,NA,"Sampling surface (Metal-Macrofoam) Negative control","0","1790XT_139","1790XT_139_4-Asm-NCm-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_SHR_PCc_R_1","1790XT_13_2_SHR_PCc_R_1_S97","2-SHR-PCc-1","2-SHR-PCc-R-1","batch_2","2_SHR_PCc_R_1","rep_1","1st Exp -135-1790XT - High Abundance","","0","Figure 4A Positive Control","swab_head_retention","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",31945554,NA,NA,NA,NA,NA,NA,78.1470929619078,"NA",7.94890176097021,8.12526857193738,6.24979494942503,6.72732856326534,"88900000","133434634.98469454","1777440.0000000002","5337385.3993877815","133434634.98469454","5337385.3993877815","0.12934542303062485","0.22403284441553181","15.342716120788298","0.551978385520287","96.937473591385995","3.8774989436554397",2,50,"5702204.328905059","2000000","NA",100,"water","yes","2.00E+6","automated",41,2023-10-23,"88900000","1777440.0000000002","400",NA,4443.6,6,12,2,2.889,7.75,6360,1818,8178,"4.5999999999999999E-2","740.6",NA,NA,"ATCC microbial community positive control (with centrifugation)","1.9388000000000001","1790XT_13","1790XT_13_2-SHR-PCc-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"4_Asm_NCm_R_2","1790XT_140_4_Asm_NCm_R_2_S205",NA,"4-Asm-NCm-R-2",NA,"4_Asm_NCm_R_2",NA,"1st Exp -135 -1790XT-Low Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,NA,NA,NA,NA,NA,NA,NA,2.37657695705651,NA,0.67797175281074,NA,"238",NA,"4.7640000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"238","4.7640000000000002","1",NA,4.764,6,12,2,2.588,11.07,8284,2,8286,"1.1910000000000001","0.8",NA,NA,"Sampling surface (Metal-Macrofoam) Negative control","0","1790XT_140","1790XT_140_4-Asm-NCm-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asm_SHR_R_1","1790XT_141_2_Asm_SHR_R_1_S206","2-Asm-SHR-1","2-Asm-SHR-R-1","batch_2","2_Asm_SHR_R_1","rep_1","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Red Dots]","swab_head_retention","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",50484464,"gray3",NA,NA,NA,NA,NA,32.1541627097183,"22.181012825041385",7.56348108539441,7.65910609057375,5.86411932742972,6.26116608190171,"36600000","45614833.143066302","731340","1824593.3257226523","45614833.143066302","1824593.3257226523","0.32526715946133328","0.56337924622063706","17.129256673393602","0.49479718133912526","33.138222948552034","1.3255289179420813",2,50,"1949307.2322677667","2000000","NA",100,"water","yes","2.00E+6","automated",38,2023-10-23,"36600000","731340","100",NA,7313.4,6,12,2,2.889,9.13,5381,2758,8139,"3.7999999999999999E-2","1218.9000000000001",NA,NA,"Swab Head Recovery (Macrofoam)","0.66279999999999994","1790XT_141","1790XT_141_2-Asm-SHR-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asm_SHR_R_2","1790XT_142_2_Asm_SHR_R_2_S207","2-Asm-SHR-2","2-Asm-SHR-R-2","batch_2","2_Asm_SHR_R_2","rep_1","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Red Dots]","swab_head_retention","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",6157340,"gray3",NA,NA,NA,NA,NA,1.70940170940171,"1.9162940702014402",6.28780172993023,6.59558687335512,4.58972625625424,5.19764686468308,"1940000","3940822.4933084394","38880","157632.8997323376","3940822.4933084394","157632.8997323376","0.27081019285247343","0.46905701322801002","21.047680224915979","3.2245277256624121E-2","2.8629251799373168","0.11451700719749268",2,50,"168407.3635257245","2000000","NA",100,"water","yes","2.00E+6","automated",39,2023-10-23,"1940000","38880","20",NA,1944,6,12,2,2.889,9.13,7371,857,8228,"6.7000000000000004E-2","324",NA,NA,"Swab Head Recovery (Macrofoam)","5.7299999999999997E-2","1790XT_142","1790XT_142_2-Asm-SHR-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Asm_SHR_R_3","1790XT_143_2_Asm_SHR_R_3_S208","2-Asm-SHR-3","2-Asm-SHR-R-3","batch_2","2_Asm_SHR_R_3","rep_3","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Red Dots]","swab_head_retention","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",9154176,"gray3",NA,NA,NA,NA,NA,2.96138018360241,"2.2468623703669328",6.52762990087134,6.66470118853544,4.8283762882673,5.26676117986341,"3370000","4620629.9472499788","67356","184825.19788999914","4620629.9472499788","184825.19788999914","0.38852014937417856","0.67293663848032681","20.846225049723387","6.0568787319423355E-2","3.3567910875500151","0.1342716435020006",2,50,"197458.29926764796","2000000","NA",100,"water","yes","2.00E+6","automated",40,2023-10-23,"3370000","67356","20",NA,3367.8,6,12,2,2.889,9.13,6841,1436,8277,"5.1999999999999998E-2","561.29999999999995",NA,NA,"Swab Head Recovery (Macrofoam)","6.7100000000000007E-2","1790XT_143","1790XT_143_2-Asm-SHR-R-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asm_SHR_R_1","1790XT_144_3_Asm_SHR_R_1_S209","3-Asm-SHR-1","3-Asm-SHR-R-1","batch_3","3_Asm_SHR_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","4A","4A","Figure 4A [Red Dots]","swab_head_retention","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",42792102,"gray3",NA,NA,NA,NA,NA,25.5496644939673,"52.995249087965767",7.55509444857832,8.24215458053504,5.85642677247024,6.844214571863,"35900000","174644366.24434444","718500","6985774.6497737775","174644366.24434444","6985774.6497737775","5.0818647773653226E-2","8.8020479915914399E-2","17.047972801445436","0.25422113213648811","126.87548208632168","5.0750192834528676",2,50,"7463263.6521365698","2000000","NA",100,"water","yes","2.00E+6","automated",58,2023-10-30,"35900000","718500","500",NA,1437,6,12,2,2.889,7.75,7615,645,8260,"7.6999999999999999E-2","239.5",NA,NA,"Swab Head Recovery (Macrofoam) (PC)","2.5375000000000001","1790XT_141","1790XT_144_3-Asm-SHR-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Asm_SHR_R_2","1790XT_145_3_Asm_SHR_R_2_S210","3-Asm-SHR-2","3-Asm-SHR-R-2","batch_3","3_Asm_SHR_R_2","rep_2","1st Exp -135-1790XT - High Abundance","4A","4A","Figure 4A [Red Dots]","swab_head_retention","macrofoam",NA,"NA","lab","mag_beads","sample","no","no","maxwell","atcc",46793440,"gray3",NA,NA,NA,NA,NA,27.3866800371244,"39.017246837165722",7.5854607295085,8.10917426369036,5.88658095880711,6.71123425501832,"38500000","128580249.36656731","770160","5143209.9746626923","128580249.36656731","5143209.9746626923","0.15345850812712417","0.2657979329299005","17.595139940614803","0.58854963103909419","93.410863894334042","3.7364345557733616",2,50,"5494756.6996667087","2000000","NA",100,"water","yes","2.00E+6","automated",59,2023-10-30,"38500000","770160","400",NA,1925.4,6,12,2,2.889,7.75,7419,854,8273,"6.7000000000000004E-2","320.89999999999998",NA,NA,"Swab Head Recovery (Macrofoam)","1.8682000000000001","1790XT_145","1790XT_145_3-Asm-SHR-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
